pair,Question A,Question B,pApB,pAB,Lift,Leverage
"('QN32', 'QN51')",students who smoked a whole cigarette before age 13 years (for the first time),"students who ever used inhalants (sniffed glue, breathed the contents of aerosol spray cans, or inhaled any paints or sprays to get high, one or more times during their life)",0.005170395421436005,0.020097286226318484,3.8869921134072065,0.014926890804882478
"('QN32', 'QN52')",students who smoked a whole cigarette before age 13 years (for the first time),"students who ever used heroin (also called ""smack,"" ""junk,"" or ""China white,"" one or more times during their life)",0.0017143462773015323,0.01068868407578085,6.234845443596949,0.008974337798479318
"('QN32', 'QN53')",students who smoked a whole cigarette before age 13 years (for the first time),"students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",0.0022797157942839527,0.012416794674859191,5.446641509433961,0.010137078880575238
"('QN32', 'QN54')",students who smoked a whole cigarette before age 13 years (for the first time),"students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",0.00393934889252267,0.018305171530977982,4.646750524109015,0.014365822638455313
"('QN32', 'QN55')",students who smoked a whole cigarette before age 13 years (for the first time),"students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",0.0070853566886345245,0.02707373271889401,3.82108253806367,0.019988376030259485
"('QN32', 'QN56')",students who smoked a whole cigarette before age 13 years (for the first time),"students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",0.002708302363609336,0.012864823348694316,4.750142938822183,0.01015652098508498
"('QN32', 'QN57')",students who smoked a whole cigarette before age 13 years (for the first time),"students who ever took prescription drugs without a doctor's prescription (such as OxyContin, Percocet, Vicodin, codeine, Adderall, Ritalin, or Xanax, one or more times during their life)",0.012118969162413493,0.03321812596006144,2.741002598066357,0.02109915679764795
"('QN32', 'QN58')",students who smoked a whole cigarette before age 13 years (for the first time),students who ever injected any illegal drug (used a needle to inject any illegal drug into their body one or more times during their life),0.001299438002741853,0.008640552995391706,6.649453823237339,0.007341114992649853
"('QN32', 'QN59')",students who smoked a whole cigarette before age 13 years (for the first time),"students who were offered, sold, or given an illegal drug on school property (during the 12 months before the survey)",0.01588961908615915,0.027521761392729136,1.732059229582307,0.011632142306569986
"('QN32', 'QN60')",students who smoked a whole cigarette before age 13 years (for the first time),students who ever had sexual intercourse,0.02716509340468758,0.04582693292370712,1.6869786619544356,0.01866183951901954
"('QN32', 'QN61')",students who smoked a whole cigarette before age 13 years (for the first time),students who had sexual intercourse before age 13 years (for the first time),0.0029727493957462745,0.013696876600102407,4.607477717328394,0.010724127204356133
"('QN32', 'QN62')",students who smoked a whole cigarette before age 13 years (for the first time),students who had sexual intercourse with four or more persons (during their life),0.007327006562828624,0.02048131080389145,2.7953176550703875,0.013154304241062825
"('QN32', 'QN63')",students who smoked a whole cigarette before age 13 years (for the first time),students who were currently sexually active (sexual intercourse with at least one person during the 3 months before the survey),0.019623793557196265,0.0350742447516641,1.787332538402188,0.015450451194467838
"('QN32', 'QN64')",students who smoked a whole cigarette before age 13 years (for the first time),students who drank alcohol or used drugs before last sexual intercourse (among students who were currently sexually active),0.004112607292888251,0.013952892985151049,3.3927122118562516,0.009840285692262798
"('QN32', 'QN65')",students who smoked a whole cigarette before age 13 years (for the first time),students who used a condom (during last sexual intercourse among students who were currently sexually active),0.010646272759306059,0.015424987199180748,1.448862672215264,0.004778714439874689
"('QN32', 'QN66')",students who smoked a whole cigarette before age 13 years (for the first time),students who used birth control pills (before last sexual intercourse to prevent pregnancy among students who were currently sexually active),0.0032417558594717804,0.004480286738351254,1.382055568824138,0.0012385308788794738
"('QN32', 'QN69')",students who smoked a whole cigarette before age 13 years (for the first time),students who described themselves as slightly or very overweight,0.03627939715023482,0.05427547363031234,1.4960412215659167,0.01799607648007752
"('QN32', 'QN70')",students who smoked a whole cigarette before age 13 years (for the first time),students who were trying to lose weight,0.00568105175935561,0.011200716845878136,1.9715921136315453,0.005519665086522526
"('QN32', 'QN71')",students who smoked a whole cigarette before age 13 years (for the first time),students who did not drink fruit juice (100% fruit juices one or more times during the 7 days before the survey),0.022851871121902338,0.022593445980542755,0.9886912918429731,-0.0002584251413595834
"('QN32', 'QN72')",students who smoked a whole cigarette before age 13 years (for the first time),students who did not eat fruit (one or more times during the 7 days before the survey),0.030438765285279334,0.025921658986175114,0.851600212532643,-0.0045171062991042205
"('QN32', 'QN73')",students who smoked a whole cigarette before age 13 years (for the first time),students who did not eat salad (during the 7 days before the survey),0.01666928188780426,0.016257040450588837,0.9752693943272366,-0.0004122414372154243
"('QN32', 'QN74')",students who smoked a whole cigarette before age 13 years (for the first time),students who did not eat potatoes (during the 7 days before the survey),0.007491146100017068,0.011776753712237584,1.5720897116411534,0.004285607612220516
"('QN32', 'QN75')",students who smoked a whole cigarette before age 13 years (for the first time),students who did not eat carrots (during the 7 days before the survey),0.028076979722401158,0.028481822836661546,1.0144190407324112,0.0004048431142603878
"('QN32', 'QN76')",students who smoked a whole cigarette before age 13 years (for the first time),students who did not eat other vegetables (during the 7 days before the survey),0.023367086891410514,0.02118535586277522,0.9066323055683387,-0.0021817310286352948
"('QN32', 'QN77')",students who smoked a whole cigarette before age 13 years (for the first time),"students who did not drink a can, bottle, or glass of soda or pop (not including diet soda or diet pop, during the 7 days before the survey)",0.03648001214013181,0.037698412698412696,1.033399126995918,0.0012184005582808882
"('QN32', 'QN78')",students who smoked a whole cigarette before age 13 years (for the first time),students who did not drink milk (during the 7 days before the survey),0.014138797356149074,0.019201228878648235,1.3580524845910935,0.005062431522499161
"('QN32', 'QN79')",students who smoked a whole cigarette before age 13 years (for the first time),students who did not eat breakfast (during the 7 days before the survey),0.017024917551712558,0.01081669226830517,0.6353447666016512,-0.006208225283407387
"('QN32', 'QN80')",students who smoked a whole cigarette before age 13 years (for the first time),students who were physically active at least 60 minutes per day on 5 or more days (doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey),0.012912310258824307,0.011776753712237584,0.912056283978254,-0.0011355565465867232
"('QN32', 'QN81')",students who smoked a whole cigarette before age 13 years (for the first time),students who watched television 3 or more hours per day (on an average school day),0.008931926482004526,0.012032770097286226,1.3471640324771013,0.0031008436152816996
"('QN32', 'QN82')",students who smoked a whole cigarette before age 13 years (for the first time),students who played video or computer games or used a computer 3 or more hours per day (for something that was not school work on an average school day),0.03218046815211228,0.030849974398361495,0.958655239337671,-0.0013304937537507826
"('QN32', 'QN83')",students who smoked a whole cigarette before age 13 years (for the first time),students who attended physical education classes on 1 or more days (in an average week when they were in school),0.018328914986042978,0.02214541730670763,1.2082230357645733,0.0038165023206646505
"('QN32', 'QN84')",students who smoked a whole cigarette before age 13 years (for the first time),students who played on at least one sports team (run by their school or community groups during the 12 months before the survey),0.029768528841759852,0.029889912954429082,1.004077598638296,0.00012138411266923027
"('QN32', 'QN85')",students who smoked a whole cigarette before age 13 years (for the first time),students who were ever tested for HIV (not including tests done when donating blood),0.036270278287057686,0.03750640040962622,1.0340808557570296,0.001236122122568531
"('QN32', 'QN86')",students who smoked a whole cigarette before age 13 years (for the first time),"students who saw a dentist (for a check-up, exam, teeth cleaning, or other dental work during the 12 months before the survey)",0.03200265032015813,0.02720174091141833,0.8499840056773125,-0.004800909408739798
"('QN32', 'QN87')",students who smoked a whole cigarette before age 13 years (for the first time),students who had ever been told by a doctor or nurse that they had asthma,0.006921217151446081,0.014976958525345621,2.1639197553881715,0.008055741373899541
"('QN32', 'QN88')",students who smoked a whole cigarette before age 13 years (for the first time),students who had 8 or more hours of sleep (on an average school night),0.0483573314283512,0.03840245775729647,0.7941393088283956,-0.009954873671054729
"('QN32', 'QN89')",students who smoked a whole cigarette before age 13 years (for the first time),students who made mostly A's or B's in school (during the 12 months before the survey),0.014726964031074334,0.018433179723502304,1.251661896138793,0.0037062156924279697
"('QN32', 'QN90')",students who smoked a whole cigarette before age 13 years (for the first time),"students who usually used marijuana by smoking it in a joint, bong, pipe, or blunt (during the 30 days before the survey, among students who used marijuana)",0.01862983747088846,0.014848950332821301,0.7970520599562242,-0.0037808871380671585
"('QN32', 'QN91')",students who smoked a whole cigarette before age 13 years (for the first time),"students who used hallucinogenic drugs (such as LSD, acid, PCP, angel dust, mescaline, or mushrooms, one or more times during their life)",0.04705789342560935,0.03341013824884793,0.7099794703233744,-0.013647755176761422
"('QN32', 'QN92')",students who smoked a whole cigarette before age 13 years (for the first time),"students who did not drink a can, bottle, or glass of a sports drink (such as Gatorade or PowerAde, not including low-calorie sports drinks such as Propel or G2, during the 7 days before the survey)",0.010892482065088726,0.022785458269329237,2.0918518050498744,0.011892976204240511
"('QN32', 'QN93')",students who smoked a whole cigarette before age 13 years (for the first time),"students who did not drink a bottle or glass of plain water (including tap, bottled, and unflavored sparkling water, during the 7 days before the survey)",0.003465168007311608,0.013248847926267281,3.8234359483614693,0.009783679918955672
"('QN32', 'QN94')",students who smoked a whole cigarette before age 13 years (for the first time),"students who have to avoid some foods because eating the food could cause an allergic reaction (such as skin rashes, swelling, itching, vomiting, coughing, or trouble breathing)",0.020690700548921154,0.014336917562724014,0.6929160048895282,-0.00635378298619714
"('QN32', 'QN95')",students who smoked a whole cigarette before age 13 years (for the first time),"students who did exercises to strengthen or tone their muscles (such as push-ups, sit-ups, or weight lifting, on three or more days during the 7 days before the survey)",0.0018602480881357052,0.0033282130056323605,1.7891231964483907,0.0014679649174966552
"('QN32', 'QN96')",students who smoked a whole cigarette before age 13 years (for the first time),"students who used an indoor tanning device (such as a sunlamp, sunbed, or tanning booth [not including getting a spray-on tan], one or more times during the 12 months before the survey)",0.008001802437936674,0.00908858166922683,1.1358168037413319,0.0010867792312901567
"('QN32', 'QN97')",students who smoked a whole cigarette before age 13 years (for the first time),"students who had a sunburn (including even a small part of the skin turning red or hurting for 12 hours or more after being outside in the sun or after using a sunlamp or other indoor tanning device, one or more times during the 12 months before the survey)",0.027155974541510447,0.025985663082437275,0.956904089106276,-0.001170311459073172
"('QN32', 'QN98')",students who smoked a whole cigarette before age 13 years (for the first time),"students who have serious difficulty concentrating, remembering, or making decisions (because of a physical, mental, or emotional problem)",0.0034606085757230404,0.005376344086021506,1.5535834141248415,0.0019157355102984654
"('QN32', 'QN99')",students who smoked a whole cigarette before age 13 years (for the first time),students who speak English well or very well,0.026426465487339578,0.024321556579621095,0.9203484511113714,-0.002104908907718483
"('QN33', 'QN34')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),0.000936690772582205,0.008896569380440348,9.497872340425532,0.007959878607858142
"('QN33', 'QN35')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who usually obtained their own cigarettes by buying them in a store or gas station (during the 30 days before the survey among students who currently smoked cigarettes and who were aged <18 years),0.0010512500757037697,0.009984639016897081,9.497872340425532,0.008933388941193311
"('QN33', 'QN36')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who tried to quit smoking cigarettes (among students who currently smoked cigarettes during the 12 months before the survey),0.0042117390853516415,0.04000256016385049,9.497872340425532,0.03579082107849885
"('QN33', 'QN37')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who currently used smokeless tobacco (chewing tobacco, snuff, or dip on at least 1 day during the 30 days before the survey)",0.007547436440950141,0.030273937532002047,4.011155015197569,0.022726501091051905
"('QN33', 'QN38')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who currently smoked cigars (cigars, cigarillos, or little cigars on at least 1 day during the 30 days before the survey)",0.0106203212776227,0.05459549411162314,5.14066313856788,0.043975172834000445
"('QN33', 'QN39')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who ever used electronic vapor products (e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens such as blu, NJOY, or Starbuzz)",0.047798184531838706,0.09094982078853046,1.9027881849351025,0.04315163625669176
"('QN33', 'QN40')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who currently used electronic vapor products (e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens such as blu, NJOY, or Starbuzz on at least 1 day during the 30 days before the survey)",0.02627451311005768,0.07328469022017409,2.7891930827871847,0.0470101771101164
"('QN33', 'QN41')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who ever drank alcohol (at least one drink of alcohol on at least 1 day during their life),0.06504272904290247,0.09491807475678443,1.4593187609667493,0.029875345713881965
"('QN33', 'QN42')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who drank alcohol before age 13 years (for the first time other than a few sips),0.019064015795935668,0.04121863799283154,2.162117280747276,0.022154622196895873
"('QN33', 'QN43')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who currently drank alcohol (at least one drink of alcohol on at least 1 day during the 30 days before the survey),0.03139598783784527,0.07616487455197132,2.4259429244701405,0.04476888671412605
"('QN33', 'QN44')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who drank five or more drinks of alcohol in a row (within a couple of hours on at least 1 day during the 30 days before the survey),0.01834970484706003,0.059587813620071685,3.2473445277033313,0.04123810877301165
"('QN33', 'QN45')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who reported that the largest number of drinks they had in a row was 10 or more (within a couple of hours during the 30 days before the survey),0.0036322037872072556,0.016961085509472607,4.669640390005132,0.013328881722265352
"('QN33', 'QN46')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who usually obtained the alcohol they drank by someone giving it to them (among students who currently drank alcohol),0.013019327860638995,0.027841781874039937,2.138496101493326,0.014822454013400942
"('QN33', 'QN47')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who ever used marijuana (one or more times during their life),0.04076963434620389,0.08742959549411163,2.14447828380517,0.046659961147907734
"('QN33', 'QN48')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who tried marijuana before age 13 years (for the first time),0.009036707381530482,0.029889912954429082,3.3076110238469227,0.0208532055728986
"('QN33', 'QN49')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who currently used marijuana (one or more times during the 30 days before the survey),0.022608615410167614,0.06656426011264721,2.9441988775089576,0.0439556447024796
"('QN33', 'QN50')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who ever used cocaine (any form of cocaine, such as powder, crack, or freebase, one or more times during their life)",0.006179463586027928,0.02707373271889401,4.38124318429662,0.020894269132866083
"('QN33', 'QN51')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who ever used inhalants (sniffed glue, breathed the contents of aerosol spray cans, or inhaled any paints or sprays to get high, one or more times during their life)",0.007641779396462019,0.02470558115719406,3.2329618372171565,0.017063801760732043
"('QN33', 'QN52')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who ever used heroin (also called ""smack,"" ""junk,"" or ""China white,"" one or more times during their life)",0.0025337822337475474,0.011072708653353814,4.370031688546854,0.008538926419606267
"('QN33', 'QN53')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",0.003369391268281313,0.01555299539170507,4.615965957446809,0.012183604123423756
"('QN33', 'QN54')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",0.0058223081115901095,0.02457757296466974,4.221276595744681,0.01875526485307963
"('QN33', 'QN55')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",0.01047206806181832,0.041026625704045055,3.9177195432514584,0.030554557642226733
"('QN33', 'QN56')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",0.0040028368267182,0.013888888888888888,3.4697614442295293,0.009886052062170688
"('QN33', 'QN57')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who ever took prescription drugs without a doctor's prescription (such as OxyContin, Percocet, Vicodin, codeine, Adderall, Ritalin, or Xanax, one or more times during their life)",0.01791168398218346,0.052803379416282645,2.947985207242688,0.03489169543409919
"('QN33', 'QN58')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who ever injected any illegal drug (used a needle to inject any illegal drug into their body one or more times during their life),0.0019205530229203485,0.00908858166922683,4.732273236282195,0.007168028646306482
"('QN33', 'QN59')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who were offered, sold, or given an illegal drug on school property (during the 12 months before the survey)",0.023484657139920755,0.04192268305171531,1.7851094355749564,0.018438025911794553
"('QN33', 'QN60')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who ever had sexual intercourse,0.040149666352840126,0.07584485407066052,1.8890531593494893,0.0356951877178204
"('QN33', 'QN61')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who had sexual intercourse before age 13 years (for the first time),0.004393686213838833,0.012800819252432157,2.9134577731366664,0.008407133038593324
"('QN33', 'QN62')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who had sexual intercourse with four or more persons (during their life),0.01082922353625614,0.035010240655401946,3.2329409895536814,0.024181017119145803
"('QN33', 'QN63')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who were currently sexually active (sexual intercourse with at least one person during the 3 months before the survey),0.029003720037365545,0.05952380952380952,2.052281895119829,0.030520089486443976
"('QN33', 'QN64')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who drank alcohol or used drugs before last sexual intercourse (among students who were currently sexually active),0.0060783818479794895,0.02470558115719406,4.064499693352833,0.01862719930921457
"('QN33', 'QN65')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who used a condom (during last sexual intercourse among students who were currently sexually active),0.015735057222873734,0.027905785970302098,1.7734785183835253,0.012170728747428364
"('QN33', 'QN66')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who used birth control pills (before last sexual intercourse to prevent pregnancy among students who were currently sexually active),0.004791274383496027,0.009408602150537635,1.9636951252356587,0.004617327767041607
"('QN33', 'QN69')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who described themselves as slightly or very overweight,0.053620492643428816,0.08576548899129545,1.5994908805039858,0.03214499634786663
"('QN33', 'QN70')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who were trying to lose weight,0.008396523040557033,0.014528929851510497,1.730350739387316,0.006132406810953464
"('QN33', 'QN71')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who did not drink fruit juice (100% fruit juices one or more times during the 7 days before the survey),0.03377477807325188,0.038786482334869435,1.148386001256559,0.005011704261617553
"('QN33', 'QN72')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who did not eat fruit (one or more times during the 7 days before the survey),0.044988112214092095,0.04429083461341526,0.9845008477493211,-0.0006972776006768377
"('QN33', 'QN73')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who did not eat salad (during the 7 days before the survey),0.024636988953672962,0.02214541730670763,0.8988686624144513,-0.0024915716469653335
"('QN33', 'QN74')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who did not eat potatoes (during the 7 days before the survey),0.011071819707572395,0.013760880696364568,1.2428743476515458,0.002689060988792173
"('QN33', 'QN75')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who did not eat carrots (during the 7 days before the survey),0.04149742286015265,0.03955453149001536,0.9531804329949625,-0.001942891370137291
"('QN33', 'QN76')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who did not eat other vegetables (during the 7 days before the survey),0.03453626049988346,0.028417818740399385,0.8228400622729631,-0.006118441759484075
"('QN33', 'QN77')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who did not drink a can, bottle, or glass of soda or pop (not including diet soda or diet pop, during the 7 days before the survey)",0.053916999075037574,0.052995391705069124,0.982906923868559,-0.0009216073699684496
"('QN33', 'QN78')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who did not drink milk (during the 7 days before the survey),0.020896964645880704,0.02233742959549411,1.0689317790417643,0.0014404649496134077
"('QN33', 'QN79')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who did not eat breakfast (during the 7 days before the survey),0.025162613991524845,0.015040962621607782,0.5977504017139798,-0.010121651369917063
"('QN33', 'QN80')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who were physically active at least 60 minutes per day on 5 or more days (doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey),0.01908423214354536,0.01977726574500768,1.036314460872701,0.0006930336014623201
"('QN33', 'QN81')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who watched television 3 or more hours per day (on an average school day),0.013201274989126186,0.017857142857142856,1.3526831970284448,0.00465586786801667
"('QN33', 'QN82')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who played video or computer games or used a computer 3 or more hours per day (for something that was not school work on an average school day),0.04756232714305902,0.044610855094726065,0.9379451716175399,-0.0029514720483329523
"('QN33', 'QN83')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who attended physical education classes on 1 or more days (in an average week when they were in school),0.027089905796981756,0.028929851510496672,1.0679199745951098,0.0018399457135149164
"('QN33', 'QN84')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who played on at least one sports team (run by their school or community groups during the 12 months before the survey),0.043997511181217384,0.04281874039938556,0.9732082395075328,-0.001178770781831824
"('QN33', 'QN85')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who were ever tested for HIV (not including tests done when donating blood),0.05360701507835569,0.048259088581669225,0.9002383085708173,-0.005347926496686466
"('QN33', 'QN86')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who saw a dentist (for a check-up, exam, teeth cleaning, or other dental work during the 12 months before the survey)",0.04729951462413307,0.03865847414234511,0.8173122800423169,-0.00864104048178796
"('QN33', 'QN87')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who had ever been told by a doctor or nurse that they had asthma,0.010229471890502067,0.020289298515104966,1.9834160289294425,0.0100598266246029
"('QN33', 'QN88')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who had 8 or more hours of sleep (on an average school night),0.07147152758278322,0.06259600614439324,0.875817381570448,-0.008875521438389974
"('QN33', 'QN89')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who made mostly A's or B's in school (during the 12 months before the survey),0.021766267593097282,0.027265745007680493,1.2526605625452871,0.005499477414583211
"('QN33', 'QN90')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who usually used marijuana by smoking it in a joint, bong, pipe, or blunt (during the 30 days before the survey, among students who used marijuana)",0.027534665444394892,0.02220942140296979,0.8065985565657512,-0.005325244041425103
"('QN33', 'QN91')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who used hallucinogenic drugs (such as LSD, acid, PCP, angel dust, mescaline, or mushrooms, one or more times during their life)",0.06955097455986287,0.05069124423963134,0.7288358583099528,-0.018859730320231527
"('QN33', 'QN92')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who did not drink a can, bottle, or glass of a sports drink (such as Gatorade or PowerAde, not including low-calorie sports drinks such as Propel or G2, during the 7 days before the survey)",0.016098951479848116,0.047299027137736815,2.9380191124212924,0.0312000756578887
"('QN33', 'QN93')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who did not drink a bottle or glass of plain water (including tap, bottled, and unflavored sparkling water, during the 7 days before the survey)",0.005121474727787596,0.022017409114183307,4.299036954087346,0.016895934386395712
"('QN33', 'QN94')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who have to avoid some foods because eating the food could cause an allergic reaction (such as skin rashes, swelling, itching, vomiting, coughing, or trouble breathing)",0.030580595150921198,0.02387352790578597,0.780675712423694,-0.006707067245135229
"('QN33', 'QN95')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who did exercises to strengthen or tone their muscles (such as push-ups, sit-ups, or weight lifting, on three or more days during the 7 days before the survey)",0.0027494232749175514,0.00409626216077829,1.4898623279098875,0.0013468388858607384
"('QN33', 'QN96')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who used an indoor tanning device (such as a sunlamp, sunbed, or tanning booth [not including getting a spray-on tan], one or more times during the 12 months before the survey)",0.011826563351667409,0.01318484383000512,1.1148499727223133,0.0013582804783377114
"('QN33', 'QN97')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who had a sunburn (including even a small part of the skin turning red or hurting for 12 hours or more after being outside in the sun or after using a sunlamp or other indoor tanning device, one or more times during the 12 months before the survey)",0.04013618878776701,0.040834613415258576,1.0174013689038766,0.0006984246274915687
"('QN33', 'QN98')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),"students who have serious difficulty concentrating, remembering, or making decisions (because of a physical, mental, or emotional problem)",0.005114735945251033,0.011904761904761904,2.3275418383651503,0.006790025959510871
"('QN33', 'QN99')",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),students who speak English well or very well,0.039057983581916984,0.042114695340501794,1.0782608695652174,0.0030567117585848097
"('QN34', 'QN35')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who usually obtained their own cigarettes by buying them in a store or gas station (during the 30 days before the survey among students who currently smoked cigarettes and who were aged <18 years),8.882903375247659e-05,0.0013440860215053765,15.131156613171004,0.0012552569877528998
"('QN34', 'QN36')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who tried to quit smoking cigarettes (among students who currently smoked cigarettes during the 12 months before the survey),0.00035588555189293506,0.0017281105990783411,4.855804316546763,0.0013722250471854061
"('QN34', 'QN37')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who currently used smokeless tobacco (chewing tobacco, snuff, or dip on at least 1 day during the 30 days before the survey)",0.0006377469089921396,0.005312339989759345,8.329856115107916,0.004674593080767205
"('QN34', 'QN38')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who currently smoked cigars (cigars, cigarillos, or little cigars on at least 1 day during the 30 days before the survey)",0.0008974010076532251,0.006848438300051204,7.631413650805245,0.005951037292397978
"('QN34', 'QN39')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who ever used electronic vapor products (e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens such as blu, NJOY, or Starbuzz)",0.004038873951322541,0.007744495647721454,1.9174888201661993,0.0037056216963989135
"('QN34', 'QN40')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),"students who currently used electronic vapor products (e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens such as blu, NJOY, or Starbuzz on at least 1 day during the 30 days before the survey)",0.002220156426928886,0.007040450588837685,3.171150691654935,0.0048202941619088
"('QN34', 'QN41')",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),students who ever drank alcohol (at least one drink of alcohol on at least 1 day during their life),0.005496011754992975,0.007744495647721454,1.4091119147781652,0.0022484838927284796
